,FIPS_County,Number_in_Poverty,Percent_in_Poverty,Median_Income,County_Name,population,year,Firms,Establishments,Employment,Payroll_$1000,Earnings by place of work,Employee and self-employed contributions for government social insurance,Employer contributions for employee pension and insurance funds 8,Employer contributions for government social insurance,Equals: Net earnings by place of residence,Farm income 2,Farm proprietors' income,Less: Contributions for government social insurance 5,Nonfarm personal income 1,Nonfarm proprietors' income,Per capita personal income (dollars) 4,Personal income (thousands of dollars),Plus: Adjustment for residence 6,"Plus: Dividends, interest, and rent 7",Plus: Personal current transfer receipts,Population (persons) 3,Proprietors employment,Proprietors' income 9,Supplements to wages and salaries,Total employment,Wage and salary employment,Wages and salaries
542,35,4432,15.0,42790,carroll county,29547,2015,398,416,4383,119279,595097,43492,82231,63852,606614,7353,4951,75418,1178740,64240,32342,1186093,86935,170581,408898,36673,3414,69191,114157,16561,13147,411749
543,36,814,11.6,51645,charles city county,7017,2015,139,141,1474,59339,112361,8061,13494,11224,170162,2305,934,13673,293053,15808,41936,295358,71474,57637,67559,7043,561,16742,19106,2411,1850,76513
544,37,2310,19.2,37819,charlotte county,12031,2015,214,224,1729,53669,162709,12708,24122,15586,198822,-540,-2547,20501,391389,26578,32084,390849,56614,64726,127301,12182,1845,24031,31915,5039,3194,106763
545,41,22942,6.9,75107,chesterfield county,332493,2015,6093,7146,110731,4656446,8763352,537103,1019164,955172,11421140,73,-955,1014689,16591184,750746,49512,16591257,3672477,2877923,2292194,335093,40056,749791,1496750,180781,140725,6516811
546,43,1183,8.4,71789,clarke county,14083,2015,347,356,2901,130036,275492,18105,27928,26786,511974,4136,-289,31498,828702,51962,58437,832838,267980,217891,102973,14252,2984,51673,41321,7127,4143,182498
547,45,619,11.9,47832,craig county,5202,2015,57,57,321,9181,41904,3854,5993,3958,102696,-865,-1444,5833,184956,8348,35815,184091,66625,33068,48327,5140,630,6904,7972,1386,756,27028
548,47,4897,10.2,63728,culpeper county,48010,2015,932,988,12492,502255,1010270,63985,123656,102804,1370567,-566,-6785,115387,2093949,154421,42240,2093383,475684,372539,350277,49559,6981,147636,175058,23717,16736,687576
549,49,1896,19.6,40958,cumberland county,9673,2015,132,137,883,26743,83993,6569,11241,6798,195071,9834,8641,9968,324612,15041,34274,334446,121046,47049,92326,9758,778,23682,14640,2271,1493,45671
550,51,3667,25.0,32620,dickenson county,14668,2015,183,200,1996,68118,213550,17491,32293,22202,202759,-1037,-1107,28592,448808,16240,29459,447771,17801,54407,190605,15200,732,15133,43394,4676,3944,155023
551,53,3370,12.4,52694,dinwiddie county,27177,2015,332,346,4287,182207,1690074,110757,230838,192010,1562058,-1441,-2725,206762,2889210,92612,37262,2887769,78746,473368,852343,77498,7684,89887,326843,41879,34195,1273344
552,57,1704,15.5,47427,essex county,10994,2015,287,302,3470,104360,182891,13606,24097,20118,220727,-8069,-9014,23665,423929,22773,37495,415860,61501,82913,112220,11091,1370,13759,34156,5429,4059,134976
553,59,69985,6.2,112844,fairfax county,1128790,2015,24963,30403,578448,44446619,73298696,4300682,6632634,7689848,62997123,5936,3688,8145606,89563615,6515620,76031,89569551,-2155967,20702347,5870081,1178064,184591,6519308,10477558,877357,692766,56301830
554,61,4646,6.8,89610,fauquier county,68324,2015,1731,1821,17393,764562,1658792,102384,175695,162238,2817069,-2760,-15933,183503,4371241,304377,63821,4368481,1341780,1108882,442530,68449,11520,288444,256814,35233,23713,1113534
555,63,1854,11.9,48448,floyd county,15580,2015,315,318,2138,58701,161277,13272,20575,15234,308320,-119,-3979,20889,540363,36199,34709,540244,167932,94970,136954,15565,2584,32220,28192,5931,3347,100865
556,65,1937,7.8,65899,fluvanna county,24833,2015,377,387,2503,85340,285433,21774,39277,28034,649059,-2327,-2948,35791,1067758,42950,40752,1065431,399417,222882,193490,26144,3026,40002,53294,7880,4854,192137
557,67,7181,13.1,49117,franklin county,54817,2015,1092,1166,12437,347116,784680,58700,97102,81072,1158114,5949,740,99236,2110071,119213,37629,2116020,472670,448653,509253,56234,6627,119953,137638,22416,15789,527089
558,69,6342,7.7,69991,frederick county,82364,2015,1351,1474,24607,975974,3562609,215100,431137,381376,3380031,-6317,-10929,405788,5061563,365644,45533,5055246,223210,906017,769198,111025,13429,354715,621825,71689,58260,2586069
559,71,1751,10.6,46727,giles county,16519,2015,256,286,3794,149276,286697,20777,41536,30420,352513,99,-453,35987,608917,25789,36320,609016,101803,89671,166832,16768,1723,25336,56746,6816,5093,204615
560,73,3402,9.3,63742,gloucester county,36581,2015,805,861,7126,202728,481224,34952,66776,48446,1033971,748,53,59175,1667856,58196,45058,1668604,611922,316288,318345,37032,3775,58249,90999,13871,10096,331976
561,75,1580,7.4,86257,goochland county,21351,2015,604,644,16499,1364700,1703707,102905,146664,171504,1175248,-3442,-5230,188657,1990998,76455,88953,1987556,-339802,618717,193591,22344,3681,71225,232416,19582,15901,1400066
562,77,3008,20.1,37684,grayson county,14965,2015,145,150,1822,51500,135128,12892,22930,13296,226274,-2949,-4762,19540,454567,22845,28297,451618,110686,69944,155400,15960,2012,18083,29578,4851,2839,87467
563,79,1773,9.3,60406,greene county,19065,2015,323,329,2553,75088,224908,16041,24941,20402,504624,525,-502,26242,775181,53693,40391,775706,305958,132725,138357,19205,2098,53191,35142,6004,3906,136575
564,81,2350,27.9,40252,greensville county,8423,2015,98,101,1977,56415,373743,24128,59704,43186,255439,-525,-1574,45721,492051,5615,28312,491526,-72583,68512,167575,17361,1349,4041,81297,9514,8165,288405
565,83,5791,16.9,40432,halifax county,34266,2015,635,696,9777,336176,646050,45832,95668,71182,584961,-727,-4506,81423,1138798,51966,32420,1138071,20334,178145,374965,35104,3387,47460,131259,16511,13124,467331
566,85,6268,6.2,81900,hanover county,101097,2015,2886,3117,45384,1713038,3223176,196920,331458,337256,3983124,4949,-2795,365548,5720883,447346,55539,5725832,1125496,1025635,717073,103095,13956,444551,500086,67704,53748,2278539
567,87,30037,9.3,65524,henrico county,322978,2015,7403,9137,168398,8465501,16402895,953447,1430456,1549606,13664034,1033,-162,1728250,19225677,3371299,59264,19226710,-1010611,3360144,2202532,324424,43871,3371137,2205259,244126,200255,10826499
568,89,10057,19.6,36695,henry county,51311,2015,726,808,11236,344397,1231769,89843,164498,135402,1131215,6985,6173,157544,2279457,109302,35050,2286442,56990,379202,776025,65233,5420,115475,232199,31747,26327,884095
569,91,304,13.8,42363,highland county,2203,2015,91,92,369,9016,32529,2218,4396,2492,33514,7092,6378,3464,82069,3149,40602,89161,4449,32933,22714,2196,717,9527,5642,1313,596,17360
570,93,3573,9.9,67480,isle of wight county,36091,2015,612,648,8760,370038,702973,47460,81027,71838,1237641,-1309,-3126,83379,1834815,69398,50670,1833506,618047,288284,307581,36185,3891,66272,116946,15634,11743,519755
571,95,5149,7.1,77668,james city county,72521,2015,1529,1669,27276,997448,2424538,155281,297477,252720,3014250,-3879,-4550,281641,5335993,282988,60775,5332114,871353,1527330,790534,87735,12037,278438,423837,56417,44380,1722263
572,97,1002,14.0,47513,king and queen county,7157,2015,94,97,529,18098,1319361,72070,205327,143124,936212,-1648,-2138,143632,1349383,170851,52973,1347735,-239517,258457,153066,25442,2526,168713,276889,14463,11937,873759
573,99,1791,7.1,81128,king george county,25225,2015,420,506,6232,337288,251475,17393,28330,26496,437753,-2226,-2899,30641,676822,36923,41419,674596,216919,112508,124335,16287,1747,34024,41578,5757,4010,175873
574,101,1284,7.9,64651,king william county,16253,2015,304,317,2957,153014,69759,5786,9038,6760,161949,-264,-1339,9166,269652,13408,38001,269388,101356,42483,64956,7089,741,12069,12418,1883,1142,45272
575,103,1415,13.1,47098,lancaster county,10802,2015,438,461,3826,136551,245602,18658,28884,25114,203011,-611,-1030,31215,565470,31941,52167,564859,-11376,215850,145998,10828,2015,30911,41441,6888,4873,173250
576,105,5940,25.9,32135,lee county,22934,2015,247,273,2705,70506,240698,20734,42514,25352,301969,-1427,-2399,33410,664080,23575,26911,662653,94681,91467,269217,24624,2373,21176,55190,7315,4942,164332
577,107,13953,3.7,125900,loudoun county,377108,2015,8724,9867,141629,8567794,13881758,805271,1376796,1442286,21367043,-1028,-14105,1526414,26752456,1307756,71494,26751428,9011699,4051671,1332714,374176,53554,1293651,2097939,220455,166901,10490168
578,109,3636,10.6,57015,louisa county,34302,2015,517,545,6535,311072,685813,45277,91649,72914,836695,-788,-2346,81734,1370299,63451,39725,1369511,232616,249820,282996,34475,3783,61105,128106,13948,10165,496602
579,111,2390,21.1,38941,lunenburg county,11327,2015,172,180,1875,52631,135239,10699,21181,14320,182308,912,-1205,17859,362545,11832,29434,363457,64928,67823,113326,12348,1027,10627,28341,3900,2873,96271
580,113,1351,10.4,53655,madison county,12990,2015,276,280,2816,89041,249012,16581,22054,17930,383475,-910,-3950,25546,614399,105467,46996,613489,160009,128213,101801,13054,2087,101517,31019,5520,3433,116476
581,115,895,10.2,56119,mathews county,8775,2015,172,174,1068,25367,90895,8261,10050,7162,222813,412,362,11842,450288,27660,51025,450700,143760,129806,98081,8833,1348,28022,13631,2954,1606,49242
582,117,6140,20.4,33650,mecklenburg county,30098,2015,703,780,9619,314370,564721,41337,78242,64314,498044,3101,-2281,73494,1031895,35823,33458,1034996,6817,193501,343451,30934,3155,33542,110399,15765,12610,420780
583,119,1308,12.8,52407,middlesex county,10219,2015,310,322,2179,64639,191373,14299,25828,17330,219960,717,-483,22964,480249,37390,45022,480966,51551,136858,124148,10683,1863,36907,34493,5366,3503,119973
584,121,18352,20.8,51157,montgomery county,88231,2015,1726,1931,29367,1105605,3015624,172957,499748,319450,2359943,4430,1174,332682,3807904,187936,33229,3812334,-322999,817412,634979,114728,10874,189110,659473,63192,52318,2167041
585,125,2038,13.9,49621,nelson county,14662,2015,363,373,3128,86859,231150,17300,28774,20602,343318,1804,-1201,27601,676598,54724,45950,678402,139769,175221,159863,14764,2799,53523,39075,7054,4255,138552
586,127,1331,6.7,79322,new kent county,19866,2015,349,357,2826,89390,253201,18082,30786,24196,1034292,-1144,-1368,30180,1383605,50024,67828,1382461,811271,197248,150921,20382,3006,48656,42884,7363,4357,161661
587,131,2445,20.5,37515,northampton county,11927,2015,304,327,2931,97434,270380,16769,32570,27392,251775,33396,20966,30465,477290,27916,42300,510686,11860,117887,141024,12073,1802,48882,46266,7026,5224,175232
588,133,1666,13.7,52075,northumberland county,12161,2015,312,323,1623,57455,150698,13884,18773,15282,210709,317,-594,21525,560226,24327,45785,560543,81536,198721,151113,12243,1772,23733,26414,4397,2625,100551
589,135,3179,23.7,39544,nottoway county,13414,2015,290,316,3835,104077,325339,20937,60139,37810,233630,10004,7745,39842,484046,10915,31644,494050,-51867,90796,169624,15613,1443,18660,79044,7790,6347,227635
590,137,3600,10.4,59482,orange county,34615,2015,600,639,6720,269236,539933,37902,68501,52562,945723,14116,3353,64183,1576629,81654,45226,1590745,469973,331346,313676,35173,4423,85007,94782,14362,9939,360144
591,139,3532,15.0,43313,page county,23547,2015,374,403,3935,117808,321230,22734,39470,31864,466899,34710,31826,38666,803271,42867,35407,837981,184335,151930,219152,23667,2672,74693,55402,8746,6074,191135
592,141,3010,17.0,37360,patrick county,17706,2015,273,284,4118,109286,241040,18988,34481,24826,278214,1731,-124,31401,548310,34363,30605,550041,68575,85709,186118,17972,2144,34239,46894,7637,5493,159907
593,143,10471,17.1,42390,pittsylvania county,61234,2015,774,822,8364,267057,1978854,138981,267960,221566,1832366,15496,7040,249764,3494375,125386,33745,3509871,103276,539219,1138286,104011,9741,132426,378743,51253,41512,1467685
594,145,1696,6.4,77761,powhatan county,26500,2015,672,682,4816,179018,445933,30109,58507,43154,957749,343,-447,51686,1420992,67567,50639,1421335,563502,263414,200172,28068,3563,67120,80084,11215,7652,298729
595,147,4172,22.3,41088,prince edward county,18709,2015,487,533,6551,206189,469201,29883,69724,50002,344118,2546,1535,54884,643005,42243,27899,645551,-70199,112831,188602,23139,2243,43778,94725,11851,9608,330698
596,149,3298,9.9,63320,prince george county,33313,2015,430,472,9610,319822,2515434,126589,479502,328640,1231389,-3165,-3611,290909,2128810,38155,35107,2125645,-993136,406600,487656,60547,3622,34544,643822,36512,32890,1837068
597,153,29925,6.7,99206,prince william county,446642,2015,6716,7859,96400,3980524,11776446,669517,1430715,1272704,19176025,-3527,-6391,1305869,25690072,1400480,50485,25686545,8705448,4067770,2442750,508796,61700,1394089,2067067,228558,166858,8315290
598,155,4978,15.0,48218,pulaski county,33187,2015,541,601,11702,455189,781710,52121,109372,90498,712276,4307,2818,97370,1249597,50763,36496,1253904,27936,188902,352726,34357,2565,53581,154621,17441,14876,573508
599,157,719,9.8,62729,rappahannock county,7337,2015,197,199,1028,35629,146246,10325,13143,10076,223312,-2348,-4242,15363,423263,45124,56811,420915,92429,134692,62911,7409,1721,40882,18181,3465,1744,87183
600,159,1281,17.7,43888,richmond county,7237,2015,164,177,1957,57584,160355,10557,26185,16768,154676,751,-1613,18941,291594,12603,33300,292345,13262,64234,73435,8779,1001,10990,34569,4089,3088,114796
601,161,6744,7.3,63372,roanoke county,92384,2015,1811,1990,29156,1083539,4122325,257157,498117,420084,3692517,-768,-1603,467199,5738532,416223,48291,5737764,37391,1030737,1014510,118817,13128,414620,708159,76199,63071,2999546
602,163,2834,12.8,47561,rockbridge county,22141,2015,410,428,4661,132944,744551,50055,99308,81866,694140,791,-1422,90988,1330590,90251,36855,1331381,40577,325398,311843,36125,4651,88829,140241,19007,14356,515481
603,165,8422,11.0,52953,rockingham county,76564,2015,1298,1415,26501,1091514,3872617,220104,469815,382260,3119619,214142,193545,411234,4583723,400778,36567,4797865,-341764,852618,825628,131208,16353,594323,660945,82108,65755,2617349
604,167,5864,21.2,38386,russell county,27660,2015,400,447,5822,204829,412346,32455,55451,48108,424332,1776,-175,56509,840726,24391,30237,842502,68495,114651,303519,27863,2425,24216,79505,10196,7771,308625
605,169,4096,19.2,37567,scott county,21333,2015,246,283,3616,118242,239648,21283,35868,26280,334608,-2099,-2785,34423,679496,22570,30379,677397,129383,99375,243414,22298,2581,19785,49008,7838,5257,170855
606,171,4902,11.5,54281,shenandoah county,42626,2015,795,865,11878,402153,795333,53359,97619,78660,1037566,23208,19429,92689,1722464,107042,40727,1745672,334922,333384,374722,42863,5688,126471,136949,20934,15246,531913
607,173,5549,18.1,38933,smyth county,30657,2015,465,505,9494,319837,667396,45424,99767,70568,585973,8408,6539,80708,1052263,63333,33732,1060671,-715,142832,331866,31444,3085,69872,135051,15996,12911,462473
608,175,2481,15.2,48119,southampton county,16322,2015,206,220,2088,82848,404317,28964,66211,42834,528643,-12033,-16461,50381,986476,37787,36802,974443,174707,184874,260926,26478,2433,21326,87628,11379,8946,295363
609,177,9912,7.7,76181,spotsylvania county,128727,2015,2129,2395,30220,1225082,3524002,216358,402229,372274,4967982,139,-1416,402495,7379762,378814,46674,7379901,1846475,1357007,1054912,158117,16857,377398,588366,78689,61832,2558238
610,179,7448,5.4,95666,stafford county,137926,2015,1949,2161,30742,1285536,3095126,181698,430891,336194,5135169,-3426,-3895,349795,7204032,233697,51055,7200606,2389838,1244334,821103,141035,14099,229802,598988,59304,45205,2266336
611,181,874,13.0,51331,surry county,6723,2015,67,72,1302,123004,277003,16279,46085,29770,171829,-1750,-2585,31164,272299,7004,40538,270549,-74010,38491,60229,6674,669,4419,60970,3354,2685,211614
612,183,2008,22.1,39900,sussex county,9086,2015,159,179,2025,65640,205097,13485,33258,22452,176061,767,-691,24711,326261,9884,27970,327028,-4325,49298,101669,11692,861,9193,44484,4929,4068,151420
613,185,7071,17.2,40476,tazewell county,41110,2015,899,1042,13101,449051,794508,57103,115025,84866,744538,6518,5435,99536,1454165,70334,34025,1460683,49566,232799,483346,42930,3683,75769,157458,20172,16489,561281
614,187,4143,10.8,58047,warren county,38361,2015,741,785,9980,351050,702678,45711,87722,76442,1080389,-1807,-2632,83932,1627156,76230,41953,1625349,461643,259716,285244,38742,4396,73598,125943,17331,12935,503137
615,191,8656,16.3,45864,washington county,53104,2015,1037,1148,17431,668901,1660865,116943,230228,182694,1356889,10109,6576,208290,2632388,115788,36961,2642497,-95686,570432,715176,71494,8254,122364,321575,40319,32065,1216926
616,193,2462,14.1,47581,westmoreland county,17461,2015,298,316,2504,70450,176499,14294,24343,17524,334550,13337,8009,23056,672246,21023,39058,685583,181107,175418,175615,17553,2115,29032,33105,5925,3810,114362
617,195,8342,22.7,36076,wise county,36749,2015,613,751,8716,283870,844947,59312,133036,95182,631993,349,241,106903,1317433,39250,30218,1317782,-106051,181563,504226,43609,2733,39491,180627,19858,17125,624829
618,197,4163,14.4,42883,wythe county,28910,2015,608,666,9449,298833,587227,39731,85719,63376,506715,10141,7304,71419,926828,45178,32192,936969,-9093,143118,287136,29106,3400,52482,117407,15731,12331,417338
619,199,3570,5.3,83007,york county,67358,2015,1266,1398,17770,586255,1461366,91706,195473,163002,2838583,679,-205,173207,4348839,143410,54425,4349518,1550424,970606,540329,79918,6920,143205,276974,33142,26222,1041187
620,510,13832,9.1,89177,alexandria city,152000,2015,4217,4725,84399,5157129,10223260,573443,1140448,1147078,8932999,0,0,1146982,12502135,907067,81257,12502135,-143279,2816255,752881,153859,24325,907067,1713987,126918,102593,7602206
621,550,22442,9.7,67296,chesapeake city,231361,2015,4559,5354,88569,3608170,5864676,356303,724110,671618,7456421,3672,-1308,692112,11041623,322041,46951,11045295,2283857,1934058,1654816,235253,22682,320733,1059919,127558,104876,4484024
622,650,20072,15.2,50191,hampton city,132053,2015,1984,2373,40789,1613296,4203034,236868,690159,516584,3206346,0,0,495160,5373683,133887,39403,5373683,-501528,977445,1189892,136379,11367,133887,948451,75674,64307,3120696
623,700,29248,16.8,48127,newport news city,174095,2015,3097,3769,88526,4473208,7769411,429450,1153732,897138,4521762,0,0,878019,7083384,335806,39109,7083384,-2369630,1158447,1403175,181121,15521,335806,1602301,123799,108278,5831304
624,710,45756,21.5,45094,norfolk city,212819,2015,4132,5302,107775,4948994,14332476,727591,2419938,1839268,5177024,0,0,1647225,9122280,274794,36982,9122280,-7508227,2117495,1827761,246667,20718,274794,3339572,211487,190769,10718110
625,740,17340,18.6,46308,portsmouth city,93226,2015,1446,1645,27047,1052359,3911245,211281,734709,485750,2061915,0,0,454156,3547748,78615,36800,3547748,-1395174,601775,884058,96407,7171,78615,977584,60430,53259,2855046
626,760,50763,24.4,40161,richmond city,208045,2015,5257,6044,119124,7090243,12990792,738498,1594210,1337700,6493827,0,0,1407348,11011119,1218875,49805,11011119,-5089617,2712727,1804565,221084,25000,1218875,2263060,186071,161071,9508857
627,770,20913,21.3,39587,roanoke city,98183,2015,2649,3149,67925,2917321,4449021,269542,531977,527300,2228073,0,0,533192,4001638,275472,40120,4001638,-1687756,783803,989762,99741,9447,275472,795627,81492,72045,3377922
628,800,11370,13.1,61171,suffolk city,86794,2015,1350,1549,21200,823155,2025326,125166,256915,225016,2730091,10794,-133,237674,4213574,159540,47901,4224368,942439,767060,727217,88190,9131,159407,369423,39711,30580,1496496
629,810,36451,8.2,67032,virginia beach city,444524,2015,9237,10977,152137,5983515,12752638,732348,1627341,1405158,15197098,-4712,-6405,1434927,23597008,1457387,52353,23592296,3879387,5197746,3197452,450635,53217,1450982,2329920,255345,202128,8971736
630,1,6493,20.0,39040,accomack county,32465,2016,647,733,8679,247464,845991,52881,128688,91406,710353,24931,17865,98584,1328923,64464,41147,1353854,-37054,299253,344248,32903,3801,82329,174391,18612,14811,589271
631,3,8524,8.5,73132,albemarle county,100282,2016,2404,2715,39777,1935903,7529609,433158,993360,751614,5507074,-5609,-18085,808965,10098274,836157,65691,10092665,-1213570,3589005,996586,153638,26991,818072,1369167,128766,101775,5342370
632,5,2288,14.9,47037,alleghany county,15356,2016,219,235,2213,74876,477152,34635,64037,55830,393876,-1089,-1526,62550,770397,19484,36503,769308,-20726,123913,251519,21075,1524,17958,91952,9933,8409,367242
633,7,1328,10.4,56172,amelia county,12769,2016,263,268,1822,56207,164396,11941,18128,14286,332600,15396,10719,19084,513682,30566,41318,529078,187288,74011,122467,12805,1681,41285,25271,4411,2730,97840
634,9,4340,14.3,46497,amherst county,30350,2016,537,573,6340,209804,470750,35272,70007,49642,620441,-1872,-2844,60093,1098357,35224,34369,1096485,209784,172811,303233,31903,2970,32380,94828,12148,9178,343542
635,11,2130,13.9,51431,appomattox county,15324,2016,283,289,2474,62797,160890,13922,23383,15516,319666,-3006,-4062,21680,560383,22878,35879,557377,180456,83225,154486,15535,1768,18816,31141,5294,3526,110933
636,13,17151,7.5,108635,arlington county,228680,2016,4912,6344,132629,10760311,22040503,1220142,2524614,2448002,14854712,0,0,2444143,20198584,1287387,87136,20198584,-4741648,4386558,957314,231805,34625,1287387,3748615,227324,192699,17004501
637,15,6590,9.2,56784,augusta county,71630,2016,1342,1417,20634,860716,2895380,191203,379907,300584,2928024,26362,16802,341495,4913582,281155,40876,4939944,374139,939864,1072056,120852,14075,297957,530199,65224,51149,2067224
638,17,516,11.7,47059,bath county,4410,2016,124,126,2240,80856,132251,8906,16772,14082,111698,724,99,15947,249098,7327,56675,249822,-4606,87629,50495,4408,626,7426,23813,3092,2466,101012
639,19,7445,9.6,55708,bedford county,77552,2016,1327,1383,11768,453105,1121882,86884,134026,116514,1981559,-7827,-10172,145141,3341913,151129,42732,3334086,1004818,642642,709885,78024,9913,140957,192283,30483,20570,788642
640,21,800,13.8,44827,bland county,5797,2016,70,75,1437,60815,125266,8836,21794,13382,111587,-476,-910,15527,212766,9398,32746,212290,1848,35390,65313,6483,743,8488,28485,2821,2078,88293
641,23,2560,7.8,68390,botetourt county,32821,2016,691,731,10077,415776,611979,44432,76005,64442,981568,-2841,-4515,76653,1580479,62107,47379,1577638,446242,288452,307618,33298,4286,57592,108226,15314,11028,446161
642,25,3275,22.8,39433,brunswick county,14364,2016,239,249,2323,79069,210433,16508,31371,23278,252558,1242,-1130,28147,505903,10751,30538,507145,70272,74935,179652,16607,1363,9621,43010,5786,4423,157802
643,27,5274,25.1,31763,buchanan county,21012,2016,376,406,5016,218450,395768,31909,59295,43920,300376,-297,-366,53869,690173,20298,31035,689876,-41523,93094,296406,22229,1263,19932,81255,8224,6961,294581
644,29,2613,17.6,42455,buckingham county,14847,2016,241,256,1985,69523,200915,15343,32434,20210,258573,-841,-2267,25448,470295,20497,27544,469454,83106,70375,140506,17044,1496,18230,42539,5150,3654,140146
645,31,7220,13.3,49935,campbell county,54286,2016,1085,1191,17042,746131,4166055,264636,505339,472846,2553923,-2719,-5312,501059,4713233,169584,34825,4710514,-1111073,804705,1351886,135262,12609,164272,741762,87201,74592,3260021
646,33,2937,9.9,55423,caroline county,29667,2016,355,381,3745,134288,346682,25444,54974,36932,756989,-3505,-5914,43910,1204561,31956,39914,1201056,454217,208175,235892,30091,2878,26042,73440,9191,6313,247200
647,35,4775,16.3,40390,carroll county,29294,2016,388,409,4630,119365,600827,45296,83818,64150,608212,2867,161,77371,1191891,60273,32820,1194758,84756,177113,409433,36403,3825,60434,115893,17214,13389,424500
648,36,877,12.4,56907,charles city county,7073,2016,143,146,1516,63240,110786,8278,13727,11362,171652,2615,1069,13959,300244,10971,43105,302859,74825,60849,70358,7026,728,12040,19408,2580,1852,79338
649,37,2488,20.8,38557,charlotte county,11962,2016,203,214,1713,52562,168330,13591,24974,16624,204596,-3015,-5274,21903,404051,24831,33108,401036,58169,66700,129740,12113,1774,19557,33286,5081,3307,115487
650,41,23468,7.0,76260,chesterfield county,335257,2016,6184,7264,114688,4824578,8990786,558580,1060217,972532,11695065,217,-943,1044846,17120682,727435,50552,17120899,3749125,3016510,2409324,338677,41079,726492,1546483,185375,144296,6717811
651,43,1115,7.9,76753,clarke county,14114,2016,353,363,3007,137103,272966,18612,28513,26678,542949,2450,-2552,31951,884762,48506,62004,887212,301934,234707,109556,14309,2754,45954,41852,6975,4221,185160
652,45,648,12.6,48221,craig county,5143,2016,58,58,332,10653,41194,4005,6384,3926,97188,-1583,-2235,5968,180419,6985,34807,178836,61962,32756,48892,5138,647,4750,8347,1417,770,28097
653,47,4766,9.8,67023,culpeper county,48633,2016,934,992,12944,520725,1031761,66816,125588,102924,1445045,-1806,-8835,118278,2202220,155961,43714,2200414,531562,386559,368810,50337,6548,147126,177050,23169,16621,707585
654,49,1747,18.2,42692,cumberland county,9599,2016,130,134,864,25416,85149,7134,11849,7406,198442,6559,5213,10837,332759,13695,34830,339318,124130,49302,91574,9742,1020,18908,15552,2554,1534,50689
655,51,3684,25.6,32795,dickenson county,14391,2016,184,202,1847,62210,189696,16661,29562,20260,189499,-789,-867,26791,438928,12324,29172,438139,26594,54280,194360,15019,730,11457,39692,4393,3663,138547
656,53,3565,13.0,54805,dinwiddie county,27423,2016,331,344,4428,186225,1731411,115118,238843,194254,1543056,-2863,-4305,212245,2873580,79617,37168,2870717,23890,453347,874314,77237,6405,75312,335970,41064,34659,1320129
657,57,1439,13.1,50033,essex county,10985,2016,281,297,3603,104094,187092,14205,25113,20644,224222,-7628,-8697,24527,433564,20114,38466,425936,61657,88870,112844,11073,1350,11417,35435,5483,4133,140240
658,59,67736,6.0,115518,fairfax county,1128933,2016,25226,30921,586050,45380476,74346374,4432450,6744312,7834244,63333122,4527,2001,8349572,90940532,5711856,76947,90945059,-2663680,21576801,6035136,1181911,188947,5713857,10661434,893525,704578,57971083
659,61,3978,5.8,91372,fauquier county,68586,2016,1720,1828,17743,780057,1708638,107641,183436,164534,2932592,-4031,-18927,189908,4501488,298892,65341,4497457,1413862,1100291,464574,68831,12061,279965,265703,36207,24146,1162970
660,63,2129,13.7,42670,floyd county,15540,2016,313,316,2222,67435,160796,13945,21668,15682,311293,-3073,-7435,21786,558949,33290,35440,555876,172283,102387,142196,15685,2652,25855,29509,6088,3436,105432
661,65,1867,7.5,70005,fluvanna county,24893,2016,368,377,2487,86439,274664,22002,39669,26114,668971,-3013,-3715,35059,1090275,43489,41456,1087262,429366,219019,199272,26227,3000,39774,52726,7556,4556,182164
662,67,7192,13.2,52424,franklin county,54485,2016,1094,1168,12622,367130,789204,61453,98400,81590,1167308,-310,-6187,102248,2157813,115079,38412,2157503,480352,460612,529583,56167,6756,108892,139195,22654,15898,541117
663,69,5677,6.8,69346,frederick county,83485,2016,1366,1506,25894,1050281,3686448,225348,446748,389420,3550864,-5989,-11176,420058,5326627,379908,47290,5320638,284474,961335,808439,112511,13812,368732,641458,72849,59037,2676258
664,71,2032,12.2,51780,giles county,16656,2016,262,288,3608,144871,279162,21091,40487,29894,348679,-1673,-2292,36038,620569,23870,36719,618896,105555,93809,176408,16855,1649,21578,55434,6735,5086,202150
665,73,3449,9.4,64296,gloucester county,36691,2016,794,855,7292,211021,495462,36892,69382,49712,1087695,689,-84,61748,1736045,56683,46786,1736734,653981,325066,323973,37121,3871,56599,94238,14001,10130,344625
666,75,1393,6.4,88815,goochland county,21766,2016,614,647,14586,1366568,1759634,107007,152518,176390,1152675,-5101,-7120,195202,2056367,81277,90504,2051266,-411757,698621,199970,22665,4424,74157,240713,20699,16275,1444764
667,77,2593,17.4,36113,grayson county,14902,2016,147,152,1692,48862,131517,13747,24108,13762,226375,-11186,-13232,20628,474507,22073,29195,463321,115486,74470,162476,15870,2096,8841,30989,5020,2924,91687
668,79,1618,8.4,66170,greene county,19262,2016,340,347,2592,79412,241394,17639,25785,21122,524859,-153,-1315,28200,803913,62339,41618,803760,311665,137071,141830,19313,2286,61024,36346,6289,4003,144024
669,81,2119,25.4,41539,greensville county,8343,2016,98,101,2175,64074,387139,25192,62331,43788,264407,576,-609,47086,497681,4446,29306,498257,-75646,67140,166710,17002,1196,3837,84225,9430,8234,299077
