,GeoFIPS,GeoName,Earnings by place of work,Employee and self-employed contributions for government social insurance,Employer contributions for employee pension and insurance funds 8,Employer contributions for government social insurance,Equals: Net earnings by place of residence,Farm income 2,Farm proprietors' income,Less: Contributions for government social insurance 5,Nonfarm personal income 1,Nonfarm proprietors' income,Per capita personal income (dollars) 4,Personal income (thousands of dollars),Plus: Adjustment for residence 6,"Plus: Dividends, interest, and rent 7",Plus: Personal current transfer receipts,Population (persons) 3,Proprietors employment,Proprietors' income 9,Supplements to wages and salaries,Total employment,Wage and salary employment,Wages and salaries,year
90," ""51921""","Frederick + Winchester, VA*",3118424,143854,340810,341060,3103270,11124,6072,314384,4544216,339001,42470,4555340,299230,808934,643136,107259,13014,345073,511340,66467,53453,2262011,2012
91," ""51923""","Greensville + Emporia, VA*",348315,17426,49629,40400,249169,8055,6898,37626,459357,10318,26615,467412,-61520,63986,154257,17562,1095,17216,69829,9464,8369,261270,2012
92," ""51929""","Henry + Martinsville, VA*",1157979,68527,142599,133318,1072992,6014,5111,135186,2143584,104444,32268,2149598,50199,368364,708242,66616,5767,109555,209258,31880,26113,839166,2012
93," ""51931""","James City + Williamsburg, VA*",2264353,111153,251238,235032,2791609,-46,-771,228669,4735988,313328,56394,4735942,755925,1291448,652885,83979,10895,312557,368754,54533,43638,1583042,2012
94," ""51933""","Montgomery + Radford, VA*",2639259,118483,393740,290530,2054349,4995,1383,263748,3349944,121248,29843,3354939,-321162,724118,576472,112418,10474,122631,539005,60766,50292,1977623,2012
95," ""51939""","Pittsylvania + Danville, VA*",1843721,103334,226542,211868,1721579,24039,14732,209268,3200858,129561,30532,3224897,87126,490804,1012514,105625,9223,144293,332476,50050,40827,1366952,2012
96," ""51941""","Prince George + Hopewell, VA*",2414898,90097,454788,310964,1194355,939,444,245579,2000510,66179,33660,2001449,-974964,382128,424966,59461,3459,66623,610270,34979,31520,1738005,2012
97," ""51942""","Prince William, Manassas + Manassas Park, VA*",10539797,455627,1170108,1143644,18167973,2810,-293,1027449,23720437,1358281,48873,23723247,8655625,3573602,1981672,485404,52760,1357988,1741930,208607,155847,7439879,2012
98," ""51944""","Roanoke + Salem, VA*",3838475,183021,432436,411388,3478106,910,-15,388715,5374027,456171,45565,5374937,28346,1002493,894338,117961,13012,456156,638130,76290,63278,2744189,2012
99," ""51945""","Rockbridge, Buena Vista + Lexington, VA*",685227,36870,81932,75906,646313,-223,-2658,74823,1228543,95405,33967,1228320,35909,294996,287011,36162,4682,92747,119885,18981,14299,472595,2012
100," ""51947""","Rockingham + Harrisonburg, VA*",3405798,153005,395822,352312,2703794,110490,87614,329161,4118789,354911,32917,4229279,-372843,793967,731518,128485,15568,442525,571978,79301,63733,2391295,2012
101," ""51949""","Southampton + Franklin, VA*",426953,22204,56172,44098,523425,24678,19767,44253,915559,32742,34831,940237,140725,177245,239567,26994,2499,52509,78221,11290,8791,296223,2012
102," ""51951""","Spotsylvania + Fredericksburg, VA*",3179602,149271,332487,343348,4678271,2555,838,320945,6795798,329423,44417,6798353,1819614,1256150,863932,153057,14797,330261,504161,74568,59771,2345180,2012
103," ""51953""","Washington + Bristol, VA*",1936897,98429,207117,187846,1609791,-1031,-4926,192352,2894002,382140,39730,2892971,-134754,626521,656659,72816,8361,377214,301040,42303,33942,1258643,2012
104," ""51955""","Wise + Norton, VA*",978545,52418,127838,111594,716661,2005,1896,108215,1370132,50971,30456,1372137,-153669,179871,475605,45053,2881,52867,183635,22342,19461,742043,2012
105," ""51958""","York + Poquoson, VA*",1306137,63616,165104,146478,2679666,159,-814,136855,4007580,140547,51390,4007739,1510384,869543,458530,77987,6526,139733,238343,32245,25719,928061,2012
0," ""51000""",Virginia,285869187,16801339,33313310,31169978,270094615,772951,456370,32386328,400911320,26066811,48654,401684271,16611756,77717740,53871916,8255861,950936,26523181,48898299,4898765,3947829,210447707,2013
1," ""51001""","Accomack, VA",707994,44437,97646,71912,630542,45312,38226,80393,1145692,64174,36111,1191004,2941,244894,315568,32982,3867,102400,133602,17687,13820,471992,2013
2," ""51007""","Amelia, VA",174758,11080,15729,13230,314842,27069,22385,17695,459027,37601,38411,486096,157779,65257,105997,12655,1720,59986,22344,4298,2578,92428,2013
3," ""51009""","Amherst, VA",471255,33608,69100,49788,591358,-1538,-2513,58502,1016888,41429,31405,1015350,178605,159749,264243,32331,2846,38916,93994,12533,9687,338345,2013
4," ""51011""","Appomattox, VA",149269,12345,21346,14838,289294,-1150,-2232,19764,499754,21492,32557,498604,159789,74704,134606,15315,1727,19260,28765,5125,3398,101244,2013
5," ""51013""","Arlington, VA",19730438,1084206,2311502,2227652,13448872,0,0,2198032,17865923,1202620,79362,17865923,-4083534,3604181,812870,225120,30191,1202620,3425328,212978,182787,15102490,2013
6," ""51017""","Bath, VA",118918,8066,14463,12898,100770,462,-170,14515,214320,8940,46783,214782,-3633,69624,44388,4591,657,8770,20912,3079,2422,89236,2013
7," ""51019""","Bedford, VA*",1035483,76749,119688,109094,1861277,-3505,-5900,131296,3018126,157525,39568,3014621,957090,552606,600738,76189,9537,151625,174235,29648,20111,709623,2013
8," ""51021""","Bland, VA",117357,8033,20425,12304,113955,135,-319,14185,203241,9913,30473,203376,10783,31029,58392,6674,843,9594,26577,2877,2034,81186,2013
9," ""51023""","Botetourt, VA",562198,39268,67559,60674,937823,-418,-2095,69605,1434093,70181,43451,1433675,445230,241354,254498,32995,4072,68086,97896,14407,10335,396216,2013
10," ""51025""","Brunswick, VA",209901,15409,29920,22234,239065,6832,4456,26526,464683,14998,27775,471515,55690,69063,163387,16976,1281,19454,41037,5926,4645,149410,2013
11," ""51027""","Buchanan, VA",503632,36630,65597,55616,370109,-185,-257,64438,740973,31576,31339,740788,-69085,92250,278429,23638,1202,31319,93405,9433,8231,378908,2013
12," ""51029""","Buckingham, VA",191471,13617,28298,18498,243531,6245,4809,22866,428224,22798,25328,434469,74926,64786,126152,17154,1324,27607,37547,4849,3525,126317,2013
13," ""51033""","Caroline, VA",324351,22612,48282,34096,692087,3282,873,39660,1074855,37596,36856,1078137,407396,182287,203763,29253,2632,38469,65330,8792,6160,220552,2013
14," ""51036""","Charles City, VA",106694,7123,11943,10296,168044,9496,7941,12271,265186,14230,38863,274682,73621,49673,56965,7068,531,22171,17091,2294,1763,67432,2013
15," ""51037""","Charlotte, VA",149393,11476,21547,13774,185294,4581,2315,18363,359012,25316,29606,363593,54264,59982,118317,12281,1925,27631,28434,5004,3079,93328,2013
16," ""51041""","Chesterfield, VA",7966160,485918,927957,881318,10577950,1395,234,926577,15124472,648725,46155,15125867,3538367,2558173,1989744,327721,37645,648959,1368616,168986,131341,5948585,2013
17," ""51043""","Clarke, VA",278610,17533,26166,27002,495984,11050,6048,31034,752445,53422,53526,763495,248408,176878,90633,14264,2939,59470,39667,7079,4140,179473,2013
18," ""51045""","Craig, VA",40113,3649,5297,3760,98529,-677,-1333,5529,172233,9015,33390,171556,63945,29112,43915,5138,657,7682,7177,1397,740,25254,2013
19," ""51047""","Culpeper, VA",969286,60191,116455,98488,1290504,7274,235,109435,1928746,150128,39828,1936020,430653,332174,313342,48609,6644,150363,165699,23155,16511,653224,2013
20," ""51049""","Cumberland, VA",79225,6148,9777,6326,180560,9824,8472,9311,297765,15722,31221,307589,110646,43427,83602,9852,817,24194,12940,2254,1437,42091,2013
21," ""51051""","Dickenson, VA",225046,18053,31040,23356,208541,-1321,-1400,29731,441240,18235,28333,439919,13226,53210,178168,15527,790,16835,42718,4958,4168,165493,2013
22," ""51057""","Essex, VA",192269,13320,24059,20180,220974,1919,849,23410,398960,22872,35927,400879,52115,75073,104832,11158,1334,23721,34149,5472,4138,134399,2013
23," ""51061""","Fauquier, VA",1500801,92054,158728,150260,2664171,3162,-11741,167184,4003948,261316,59674,4007110,1330554,963095,379844,67150,10777,249575,233858,33981,23204,1017368,2013
24," ""51063""","Floyd, VA",153168,12236,18595,14174,291008,3139,-1228,19323,494366,35383,32112,497505,157163,81679,124818,15493,2526,34155,25682,5745,3219,93331,2013
25," ""51065""","Fluvanna, VA",266038,20029,34341,25106,610922,-448,-1147,32582,979490,51612,37899,979042,377466,195910,172210,25833,2910,50465,46894,7491,4581,168679,2013
26," ""51067""","Franklin, VA",740306,54644,87726,75546,1085336,15308,9410,92417,1924055,119905,34464,1939363,437447,378698,475329,56272,6884,129315,125499,22244,15360,485492,2013
27," ""51071""","Giles, VA",282695,20395,39754,29872,335442,-738,-1366,35331,578377,28990,33995,577639,88078,83866,158331,16992,1719,27624,54690,6883,5164,200381,2013
28," ""51073""","Gloucester, VA",469230,33207,62945,46612,983311,3435,2643,56513,1550970,63658,42262,1554405,570594,289799,281295,36780,3775,66301,86251,13915,10140,316678,2013
29," ""51075""","Goochland, VA",1343668,81263,117367,139696,1018161,2457,437,151111,1710095,58287,78803,1712552,-174396,510104,184287,21732,3550,58724,187215,17429,13879,1097729,2013
30," ""51077""","Grayson, VA",115587,11680,18246,11482,206914,-1128,-3183,17421,418189,20408,27563,417061,108748,60831,149316,15131,2007,17225,23987,4628,2621,74375,2013
31," ""51079""","Greene, VA",202994,14548,22018,18782,462170,766,-399,23939,699210,46146,37087,699976,283115,119474,118332,18874,2043,45747,31409,5733,3690,125838,2013
32," ""51083""","Halifax, VA",620975,43767,89777,68760,559395,6066,1791,78147,1066292,46858,30302,1072358,16567,168120,344843,35389,3311,48649,124157,16253,12942,448169,2013
33," ""51085""","Hanover, VA",2765209,169122,293367,304812,3499812,16093,7329,321528,4968507,305071,49316,4984600,1056131,860151,624637,101075,13491,312400,445773,64292,50801,2007036,2013
34," ""51087""","Henrico, VA",14694999,853392,1298061,1447366,12176961,2538,1184,1577075,17021628,2761573,53427,17024166,-940963,2871678,1975527,318646,40717,2762757,2021744,231935,191218,9910498,2013
35," ""51091""","Highland, VA",30755,2121,3966,2438,31780,6492,5683,3340,75665,3179,37259,82157,4365,29139,21238,2205,710,8862,5185,1323,613,16708,2013
36," ""51093""","Isle of Wight, VA",691691,45786,75421,66166,1185295,9383,7328,78869,1720810,65045,48680,1730193,572473,267602,277296,35542,3564,72373,108504,14778,11214,510814,2013
37," ""51097""","King and Queen, VA",72549,5540,8270,6586,152754,4193,2974,8833,245999,13977,35594,250192,89038,39185,58253,7029,741,16951,11563,1874,1133,44035,2013
38," ""51099""","King George, VA",1168678,63050,189901,132754,817555,-109,-659,129427,1188231,101356,47699,1188122,-221696,237667,132900,24909,2368,100697,256278,13956,11588,811703,2013
39," ""51101""","King William, VA",223194,15261,24937,22772,434094,1922,1163,26647,643063,32810,40071,644985,237547,99961,110930,16096,1729,33973,36323,5447,3718,152898,2013
40," ""51103""","Lancaster, VA",240780,17997,27979,25116,197768,1023,550,30555,526463,28731,48128,527486,-12457,197059,132659,10960,2021,29281,40537,6988,4967,170962,2013
41," ""51105""","Lee, VA",254381,21129,41572,26836,313125,-117,-1214,34547,657178,26362,26184,657061,93291,86853,257083,25094,2379,25148,54990,7587,5208,174243,2013
42," ""51107""","Loudoun, VA",12512992,723419,1217662,1330476,19215955,4306,-10482,1388657,23732779,1105946,67820,23737085,8091620,3440843,1080287,350001,46683,1095464,1882900,203895,157212,9534628,2013
43," ""51109""","Louisa, VA",606325,39931,80561,61760,753406,167,-1597,70811,1228783,69630,36306,1228950,217892,225315,250229,33850,3748,68033,111441,12790,9042,426851,2013
44," ""51111""","Lunenburg, VA",129405,10165,18980,13974,168960,1710,-683,17152,341466,12582,27380,343176,56707,63639,110577,12534,1032,11899,25967,3809,2777,91539,2013
45," ""51113""","Madison, VA",215261,14487,19844,16688,348426,2500,-941,22831,558326,79906,42834,560826,155996,110948,101452,13093,2055,78965,28188,5398,3343,108108,2013
46," ""51115""","Mathews, VA",86503,7655,9200,6616,213553,614,560,10963,415896,28561,46804,416510,138013,114187,88770,8899,1378,29121,12508,2951,1573,44874,2013
47," ""51117""","Mecklenburg, VA",528469,38571,72015,59390,478955,6850,759,68266,980603,41616,31600,987453,18752,180652,327846,31249,3123,42375,101710,15201,12078,384384,2013
48," ""51119""","Middlesex, VA",183338,13505,23764,16322,208189,3248,1894,21666,443063,37137,41398,446311,46517,123481,114641,10781,1821,39031,31925,5311,3490,112382,2013
49," ""51125""","Nelson, VA",211640,15710,24932,18350,340580,2866,-527,24885,634399,54051,43061,637265,153825,156587,140098,14799,2693,53524,34107,6716,4023,124009,2013
50," ""51127""","New Kent, VA",223984,15702,27210,22156,941254,1521,1264,26780,1229160,41416,63060,1230681,744050,165301,124126,19516,2761,42680,38288,6882,4121,143016,2013
51," ""51131""","Northampton, VA",258589,15350,28881,24316,241292,44154,30096,27508,431120,27687,39511,475274,10211,102385,131597,12029,1806,57783,41039,6618,4812,159767,2013
52," ""51133""","Northumberland, VA",146557,12979,16951,13808,205839,6273,5246,19883,509416,26963,41933,515689,79165,169448,140402,12298,1697,32209,23855,4321,2624,90493,2013
53," ""51135""","Nottoway, VA",294926,19359,53385,33986,212282,7288,4731,36352,444300,11310,28870,451588,-46292,82003,157303,15642,1448,16041,70378,7558,6110,208507,2013
54," ""51137""","Orange, VA",517877,36188,63596,50974,878703,12231,58,61675,1453922,80005,42366,1466153,422501,304160,283290,34607,4395,80063,89083,14153,9758,348731,2013
55," ""51139""","Page, VA",293094,20981,35662,29434,427871,29185,25922,35698,730858,41394,32037,760043,170475,131728,200444,23724,2712,67316,50379,8644,5932,175399,2013
56," ""51141""","Patrick, VA",226073,17950,31004,23284,261295,1490,-612,29592,510238,36394,28031,511728,64814,76371,174062,18256,2231,35782,42646,7446,5215,147645,2013
57," ""51145""","Powhatan, VA",414959,27403,54848,40956,873735,1361,469,47881,1258700,63749,44502,1260061,506657,213313,173013,28315,3357,64218,75326,10835,7478,275415,2013
58," ""51147""","Prince Edward, VA",435727,27938,63130,47222,316514,3495,2351,51549,593658,36320,26268,597153,-67664,104312,176327,22733,2171,38671,86741,11535,9364,310315,2013
59," ""51155""","Pulaski, VA",689123,46792,92259,79656,664654,4476,2792,86620,1157137,53235,33620,1161613,62151,172935,324024,34551,2685,56027,132087,16305,13620,501009,2013
60," ""51157""","Rappahannock, VA",130485,9097,11202,8988,225577,-853,-2995,13591,407200,45556,54668,406347,108683,125215,55555,7433,1729,42561,15696,3423,1694,72228,2013
61," ""51159""","Richmond, VA",152674,9908,23882,15620,145952,3767,1094,17718,267456,11720,30311,271223,10996,57696,67575,8948,959,12814,31692,3978,3019,108168,2013
62," ""51167""","Russell, VA",392236,30789,53052,44034,430891,2155,-48,52806,817882,34247,28939,820037,91461,106902,282244,28337,2630,34199,75069,10203,7573,282968,2013
63," ""51169""","Scott, VA",222527,20178,31785,24128,327767,-3143,-3918,32242,651596,25108,28480,648453,137482,92388,228298,22769,2780,21190,43849,7858,5078,157488,2013
64," ""51171""","Shenandoah, VA",725306,48448,86789,71868,943004,26852,22574,84382,1528978,108428,36596,1555830,302080,282507,330319,42514,5804,131002,122723,20089,14285,471581,2013
65," ""51173""","Smyth, VA",623331,42721,88845,67118,555288,9033,6916,76280,984248,65121,31246,993281,8237,127917,310076,31789,3212,72037,122404,15526,12314,428890,2013
66," ""51179""","Stafford, VA",3017401,171403,422306,338520,4850346,-2808,-3335,340663,6667360,240025,48992,6664552,2173608,1139814,674392,136034,12697,236690,591566,56846,44149,2189145,2013
67," ""51181""","Surry, VA",218726,12560,38819,22138,150800,6067,5122,23629,235459,6681,35560,241526,-44297,34897,55829,6792,574,11803,49888,2847,2273,157035,2013
68," ""51183""","Sussex, VA",205404,12746,30338,21206,183872,13261,11610,23349,310617,10389,27529,323878,1817,44729,95277,11765,814,21999,40941,4721,3907,142464,2013
69," ""51185""","Tazewell, VA",812276,57433,111649,86952,781141,4811,3588,100909,1451798,76093,33081,1456609,69774,224996,450472,44031,3758,79681,155125,20836,17078,577470,2013
70," ""51187""","Warren, VA",730779,47074,84856,78846,1034765,-1596,-2527,86497,1519439,84397,39410,1517843,390483,229266,253812,38514,4240,81870,124279,17188,12948,524630,2013
71," ""51193""","Westmoreland, VA",168735,13572,22336,16998,314766,13484,7457,22071,626508,18284,36461,639992,168102,165454,159772,17553,2069,25741,30835,5822,3753,112159,2013
72," ""51197""","Wythe, VA",542026,37185,78533,60172,458017,5149,1937,67271,849275,43473,29176,854424,-16738,126219,270188,29285,3418,45410,108619,15533,12115,387997,2013
73," ""51510""","Alexandria (Independent City), VA",9823818,548705,1059882,1086108,8391356,0,0,1091759,11516425,1053891,76896,11516425,-340703,2459903,665166,149767,21792,1053891,1602936,122829,101037,7166991,2013
74," ""51550""","Chesapeake (Independent City), VA",5516147,333560,663068,635100,6946380,9468,3831,651110,10113904,349684,43935,10123372,2081343,1724975,1452017,230415,21243,353515,980618,123596,102353,4182014,2013
75," ""51650""","Hampton (Independent City), VA",4152020,232097,673421,510542,3058958,0,0,487368,5093399,147691,37068,5093399,-605694,908574,1125867,137406,10323,147691,928692,76166,65843,3075637,2013
76," ""51700""","Newport News (Independent City), VA",7391404,405800,1096144,849750,4313984,0,0,830675,6753508,435098,37232,6753508,-2246745,1110345,1329179,181388,14181,435098,1521019,122239,108058,5435287,2013
77," ""51710""","Norfolk (Independent City), VA",13146346,660182,2188761,1673610,4892491,0,0,1496987,8627186,330646,35127,8627186,-6756868,1993851,1740844,245598,20012,330646,3025566,206771,186759,9790134,2013
78," ""51740""","Portsmouth (Independent City), VA",3661853,196606,685371,453784,1955723,0,0,423498,3381948,82723,35184,3381948,-1282632,555697,870528,96123,7152,82723,912263,59595,52443,2666867,2013
79," ""51760""","Richmond (Independent City), VA",11992122,675796,1481523,1249434,5801780,0,0,1300513,9776386,1165025,45680,9776386,-4889829,2240925,1733681,214020,22643,1165025,2106240,180763,158120,8720857,2013
80," ""51770""","Roanoke (Independent City), VA",4229568,255343,507910,508302,2084567,0,0,509494,3692069,284487,37337,3692069,-1635507,665228,942274,98884,8903,284487,762061,81124,72221,3183020,2013
